edge_index,mcu_pa9_time_s,pi_irq_marker_time_s,delta_us
768,0.7683475,0.7683509,3.40
769,0.7693474,0.7693509,3.50
770,0.7703473,0.7703508,3.50
771,0.7713473,0.7713508,3.50
772,0.7723472,0.7723507,3.50
773,0.7733472,0.7733506,3.40
774,0.7743471,0.7743506,3.50
775,0.7753470,0.7753505,3.50
776,0.7763470,0.7763505,3.50
777,0.7773469,0.7773504,3.50
778,0.7783468,0.7783504,3.60
779,0.7793468,0.7793503,3.50
780,0.7803467,0.7803502,3.50
781,0.7813466,0.7813502,3.60
782,0.7823466,0.7823501,3.50
783,0.7833465,0.7833500,3.50
784,0.7843465,0.7843499,3.40
785,0.7853464,0.7853498,3.40
786,0.7863463,0.7863498,3.50
787,0.7873463,0.7873497,3.40
788,0.7883462,0.7883497,3.50
789,0.7893461,0.7893496,3.50
790,0.7903461,0.7903496,3.50
791,0.7913460,0.7913495,3.50
792,0.7923460,0.7923494,3.40
793,0.7933459,0.7933494,3.50
794,0.7943458,0.7943493,3.50
795,0.7953458,0.7953493,3.50
796,0.7963457,0.7963492,3.50
797,0.7973456,0.7973491,3.50
798,0.7983456,0.7983491,3.50
799,0.7993455,0.7993490,3.50
800,0.8003454,0.8003489,3.50
801,0.8013454,0.8013489,3.50
802,0.8023453,0.8023488,3.50
803,0.8033453,0.8033487,3.40
804,0.8043452,0.8043487,3.50
805,0.8053451,0.8053486,3.50
806,0.8063451,0.8063485,3.40
807,0.8073450,0.8073485,3.50
808,0.8083449,0.8083484,3.50
809,0.8093449,0.8093484,3.50
810,0.8103448,0.8103483,3.50
811,0.8113447,0.8113482,3.50
812,0.8123447,0.8123534,8.70
813,0.8133446,0.8133481,3.50
814,0.8143446,0.8143480,3.40
815,0.8153445,0.8153480,3.50
816,0.8163444,0.8163479,3.50
817,0.8173444,0.8173478,3.40
818,0.8183443,0.8183478,3.50
819,0.8193442,0.8193477,3.50
820,0.8203442,0.8203477,3.50
821,0.8213441,0.8213476,3.50
822,0.8223441,0.8223475,3.40
823,0.8233440,0.8233475,3.50
824,0.8243439,0.8243474,3.50
825,0.8253439,0.8253473,3.40
826,0.8263438,0.8263473,3.50
827,0.8273437,0.8273472,3.50
828,0.8283437,0.8283472,3.50
829,0.8293436,0.8293471,3.50
830,0.8303436,0.8303470,3.40
831,0.8313435,0.8313470,3.50
832,0.8323434,0.8323469,3.50
833,0.8333434,0.8333468,3.40
834,0.8343433,0.8343468,3.50
835,0.8353432,0.8353467,3.50
836,0.8363432,0.8363466,3.40
837,0.8373431,0.8373466,3.50
838,0.8383430,0.8383465,3.50
839,0.8393430,0.8393465,3.50
840,0.8403429,0.8403464,3.50
841,0.8413429,0.8413463,3.40
842,0.8423428,0.8423463,3.50
843,0.8433427,0.8433462,3.50
844,0.8443427,0.8443461,3.40
845,0.8453426,0.8453526,10.00
846,0.8463425,0.8463460,3.50
847,0.8473425,0.8473511,8.60
848,0.8483424,0.8483459,3.50
849,0.8493423,0.8493510,8.70
850,0.8503423,0.8503457,3.40
851,0.8513422,0.8513509,8.70
852,0.8523422,0.8523456,3.40
853,0.8533421,0.8533508,8.70
854,0.8543420,0.8543455,3.50
855,0.8553420,0.8553506,8.60
856,0.8563419,0.8563454,3.50
857,0.8573418,0.8573505,8.70
858,0.8583418,0.8583453,3.50
859,0.8593417,0.8593504,8.70
860,0.8603417,0.8603451,3.40
861,0.8613416,0.8613451,3.50
862,0.8623415,0.8623450,3.50
863,0.8633415,0.8633450,3.50
864,0.8643414,0.8643449,3.50
865,0.8653413,0.8653448,3.50
866,0.8663413,0.8663447,3.40
867,0.8673412,0.8673447,3.50
868,0.8683412,0.8683446,3.40
869,0.8693411,0.8693446,3.50
870,0.8703410,0.8703445,3.50
871,0.8713410,0.8713444,3.40
872,0.8723409,0.8723444,3.50
873,0.8733408,0.8733443,3.50
874,0.8743408,0.8743443,3.50
875,0.8753407,0.8753442,3.50
876,0.8763406,0.8763441,3.50
877,0.8773406,0.8773440,3.40
878,0.8783405,0.8783440,3.50
879,0.8793405,0.8793440,3.50
880,0.8803404,0.8803438,3.40
881,0.8813403,0.8813438,3.50
882,0.8823403,0.8823437,3.40
883,0.8833402,0.8833437,3.50
884,0.8843401,0.8843436,3.50
885,0.8853401,0.8853435,3.40
886,0.8863400,0.8863435,3.50
887,0.8873399,0.8873434,3.50
888,0.8883399,0.8883434,3.50
889,0.8893398,0.8893434,3.60
890,0.8903398,0.8903433,3.50
891,0.8913397,0.8913432,3.50
892,0.8923396,0.8923431,3.50
893,0.8933396,0.8933430,3.40
894,0.8943395,0.8943430,3.50
895,0.8953394,0.8953429,3.50
896,0.8963394,0.8963429,3.50
897,0.8973393,0.8973428,3.50
898,0.8983393,0.8983427,3.40
899,0.8993392,0.8993427,3.50
900,0.9003391,0.9003426,3.50
901,0.9013391,0.9013425,3.40
902,0.9023390,0.9023425,3.50
903,0.9033389,0.9033424,3.50
904,0.9043389,0.9043424,3.50
905,0.9053388,0.9053423,3.50
906,0.9063388,0.9063422,3.40
907,0.9073387,0.9073422,3.50
908,0.9083386,0.9083421,3.50
909,0.9093386,0.9093421,3.50
910,0.9103385,0.9103420,3.50
911,0.9113384,0.9113419,3.50
912,0.9123384,0.9123418,3.40
913,0.9133383,0.9133418,3.50
914,0.9143382,0.9143417,3.50
915,0.9153382,0.9153416,3.40
916,0.9163381,0.9163416,3.50
917,0.9173381,0.9173415,3.40
918,0.9183380,0.9183415,3.50
919,0.9193379,0.9193419,4.00
920,0.9203379,0.9203413,3.40
921,0.9213378,0.9213413,3.50
922,0.9223377,0.9223412,3.50
923,0.9233377,0.9233411,3.40
924,0.9243376,0.9243411,3.50
925,0.9253375,0.9253410,3.50
926,0.9263375,0.9263410,3.50
927,0.9273374,0.9273409,3.50
928,0.9283374,0.9283408,3.40
929,0.9293373,0.9293408,3.50
930,0.9303372,0.9303407,3.50
931,0.9313372,0.9313406,3.40
932,0.9323371,0.9323406,3.50
933,0.9333370,0.9333405,3.50
934,0.9343370,0.9343404,3.40
935,0.9353369,0.9353404,3.50
936,0.9363369,0.9363404,3.50
937,0.9373368,0.9373403,3.50
938,0.9383367,0.9383402,3.50
939,0.9393367,0.9393401,3.40
940,0.9403366,0.9403401,3.50
941,0.9413365,0.9413400,3.50
942,0.9423365,0.9423400,3.50
943,0.9433364,0.9433399,3.50
944,0.9443363,0.9443398,3.50
945,0.9453363,0.9453398,3.50
946,0.9463362,0.9463397,3.50
947,0.9473362,0.9473397,3.50
948,0.9483361,0.9483396,3.50
949,0.9493360,0.9493395,3.50
950,0.9503360,0.9503394,3.40
951,0.9513359,0.9513394,3.50
952,0.9523358,0.9523393,3.50
953,0.9533358,0.9533393,3.50
954,0.9543357,0.9543392,3.50
955,0.9553357,0.9553391,3.40
956,0.9563356,0.9563391,3.50
957,0.9573355,0.9573390,3.50
958,0.9583355,0.9583389,3.40
959,0.9593354,0.9593389,3.50
960,0.9603353,0.9603388,3.50
961,0.9613353,0.9613387,3.40
962,0.9623352,0.9623387,3.50
963,0.9633351,0.9633387,3.60
964,0.9643351,0.9643386,3.50
965,0.9653350,0.9653385,3.50
966,0.9663350,0.9663385,3.50
967,0.9673349,0.9673384,3.50
968,0.9683348,0.9683449,10.10
969,0.9693348,0.9693383,3.50
970,0.9703347,0.9703434,8.70
971,0.9713346,0.9713381,3.50
972,0.9723346,0.9723381,3.50
973,0.9733345,0.9733380,3.50
974,0.9743345,0.9743380,3.50
975,0.9753344,0.9753379,3.50
976,0.9763343,0.9763378,3.50
977,0.9773343,0.9773377,3.40
978,0.9783342,0.9783377,3.50
979,0.9793341,0.9793376,3.50
980,0.9803341,0.9803375,3.40
981,0.9813340,0.9813375,3.50
982,0.9823340,0.9823374,3.40
983,0.9833339,0.9833374,3.50
984,0.9843338,0.9843373,3.50
985,0.9853338,0.9853372,3.40
986,0.9863337,0.9863372,3.50
987,0.9873336,0.9873371,3.50
988,0.9883336,0.9883370,3.40
989,0.9893335,0.9893370,3.50
990,0.9903334,0.9903369,3.50
991,0.9913334,0.9913368,3.40
992,0.9923333,0.9923368,3.50
993,0.9933333,0.9933367,3.40
994,0.9943332,0.9943367,3.50
995,0.9953331,0.9953366,3.50
996,0.9963331,0.9963366,3.50
997,0.9973330,0.9973365,3.50
998,0.9983329,0.9983364,3.50
999,0.9993329,0.9993364,3.50
1000,1.0003328,1.0003363,3.50
1001,1.0013327,1.0013362,3.50
1002,1.0023327,1.0023362,3.50
1003,1.0033326,1.0033361,3.50
1004,1.0043326,1.0043361,3.50
1005,1.0053325,1.0053360,3.50
1006,1.0063324,1.0063360,3.60
1007,1.0073324,1.0073359,3.50
1008,1.0083323,1.0083358,3.50
1009,1.0093322,1.0093357,3.50
1010,1.0103322,1.0103357,3.50
1011,1.0113321,1.0113356,3.50
1012,1.0123321,1.0123355,3.40
1013,1.0133320,1.0133355,3.50
1014,1.0143319,1.0143354,3.50
1015,1.0153319,1.0153353,3.40
1016,1.0163318,1.0163353,3.50
1017,1.0173317,1.0173352,3.50
1018,1.0183317,1.0183351,3.40
1019,1.0193316,1.0193351,3.50
1020,1.0203315,1.0203350,3.50
1021,1.0213315,1.0213350,3.50
1022,1.0223314,1.0223349,3.50
1023,1.0233314,1.0233348,3.40
1024,1.0243313,1.0243348,3.50
1025,1.0253312,1.0253347,3.50
1026,1.0263312,1.0263347,3.50
1027,1.0273311,1.0273346,3.50
1028,1.0283310,1.0283346,3.60
1029,1.0293310,1.0293345,3.50
1030,1.0303309,1.0303344,3.50
1031,1.0313309,1.0313343,3.40
1032,1.0323308,1.0323343,3.50
1033,1.0333307,1.0333342,3.50
1034,1.0343307,1.0343342,3.50
1035,1.0353306,1.0353341,3.50
1036,1.0363305,1.0363340,3.50
1037,1.0373305,1.0373340,3.50
1038,1.0383304,1.0383339,3.50
1039,1.0393303,1.0393339,3.60
1040,1.0403303,1.0403338,3.50
1041,1.0413302,1.0413337,3.50
1042,1.0423302,1.0423336,3.40
1043,1.0433301,1.0433336,3.50
1044,1.0443300,1.0443335,3.50
1045,1.0453300,1.0453334,3.40
1046,1.0463299,1.0463334,3.50
1047,1.0473298,1.0473333,3.50
1048,1.0483298,1.0483333,3.50
1049,1.0493297,1.0493332,3.50
1050,1.0503297,1.0503331,3.40
1051,1.0513296,1.0513331,3.50
1052,1.0523295,1.0523330,3.50
1053,1.0533295,1.0533329,3.40
1054,1.0543294,1.0543329,3.50
1055,1.0553293,1.0553328,3.50
1056,1.0563293,1.0563327,3.40
1057,1.0573292,1.0573327,3.50
1058,1.0583291,1.0583326,3.50
1059,1.0593291,1.0593326,3.50
1060,1.0603290,1.0603325,3.50
1061,1.0613290,1.0613325,3.50
1062,1.0623289,1.0623324,3.50
1063,1.0633288,1.0633324,3.60
1064,1.0643288,1.0643323,3.50
1065,1.0653287,1.0653322,3.50
1066,1.0663286,1.0663321,3.50
1067,1.0673286,1.0673321,3.50
1068,1.0683285,1.0683320,3.50
1069,1.0693284,1.0693319,3.50
1070,1.0703284,1.0703319,3.50
1071,1.0713283,1.0713318,3.50
1072,1.0723283,1.0723318,3.50
1073,1.0733282,1.0733317,3.50
1074,1.0743281,1.0743316,3.50
1075,1.0753281,1.0753315,3.40
1076,1.0763280,1.0763315,3.50
1077,1.0773279,1.0773314,3.50
1078,1.0783279,1.0783314,3.50
1079,1.0793278,1.0793313,3.50
1080,1.0803278,1.0803313,3.50
1081,1.0813277,1.0813312,3.50
1082,1.0823276,1.0823311,3.50
1083,1.0833276,1.0833310,3.40
1084,1.0843275,1.0843310,3.50
1085,1.0853274,1.0853309,3.50
1086,1.0863274,1.0863309,3.50
1087,1.0873273,1.0873309,3.60
1088,1.0883273,1.0883307,3.40
1089,1.0893272,1.0893307,3.50
1090,1.0903271,1.0903306,3.50
1091,1.0913271,1.0913305,3.40
1092,1.0923270,1.0923305,3.50
1093,1.0933269,1.0933305,3.60
1094,1.0943269,1.0943303,3.40
1095,1.0953268,1.0953303,3.50
1096,1.0963267,1.0963367,10.00
1097,1.0973267,1.0973302,3.50
1098,1.0983266,1.0983353,8.70
1099,1.0993266,1.0993300,3.40
1100,1.1003265,1.1003300,3.50
1101,1.1013264,1.1013299,3.50
1102,1.1023264,1.1023298,3.40
1103,1.1033263,1.1033298,3.50
1104,1.1043262,1.1043297,3.50
1105,1.1053262,1.1053296,3.40
1106,1.1063261,1.1063296,3.50
1107,1.1073260,1.1073295,3.50
1108,1.1083260,1.1083295,3.50
1109,1.1093259,1.1093294,3.50
1110,1.1103259,1.1103293,3.40
1111,1.1113258,1.1113293,3.50
1112,1.1123257,1.1123292,3.50
1113,1.1133257,1.1133292,3.50
1114,1.1143256,1.1143291,3.50
1115,1.1153255,1.1153290,3.50
1116,1.1163255,1.1163290,3.50
1117,1.1173254,1.1173289,3.50
1118,1.1183254,1.1183288,3.40
1119,1.1193253,1.1193288,3.50
1120,1.1203252,1.1203287,3.50
1121,1.1213252,1.1213286,3.40
1122,1.1223251,1.1223286,3.50
1123,1.1233250,1.1233285,3.50
1124,1.1243250,1.1243285,3.50
1125,1.1253249,1.1253284,3.50
1126,1.1263249,1.1263283,3.40
1127,1.1273248,1.1273283,3.50
1128,1.1283247,1.1283282,3.50
1129,1.1293247,1.1293282,3.50
1130,1.1303246,1.1303281,3.50
1131,1.1313245,1.1313280,3.50
1132,1.1323245,1.1323280,3.50
1133,1.1333244,1.1333279,3.50
1134,1.1343243,1.1343278,3.50
1135,1.1353243,1.1353278,3.50
1136,1.1363242,1.1363277,3.50
1137,1.1373242,1.1373277,3.50
1138,1.1383241,1.1383276,3.50
1139,1.1393240,1.1393275,3.50
1140,1.1403240,1.1403275,3.50
1141,1.1413239,1.1413274,3.50
1142,1.1423238,1.1423273,3.50
1143,1.1433238,1.1433273,3.50
1144,1.1443237,1.1443272,3.50
1145,1.1453236,1.1453271,3.50
1146,1.1463236,1.1463271,3.50
1147,1.1473235,1.1473270,3.50
1148,1.1483235,1.1483269,3.40
1149,1.1493234,1.1493269,3.50
1150,1.1503233,1.1503268,3.50
1151,1.1513233,1.1513267,3.40
1152,1.1523232,1.1523267,3.50
1153,1.1533231,1.1533266,3.50
1154,1.1543231,1.1543266,3.50
1155,1.1553230,1.1553265,3.50
1156,1.1563230,1.1563264,3.40
1157,1.1573229,1.1573322,9.30
1158,1.1583228,1.1583263,3.50
1159,1.1593228,1.1593262,3.40
1160,1.1603227,1.1603262,3.50
1161,1.1613226,1.1613262,3.60
1162,1.1623226,1.1623261,3.50
1163,1.1633225,1.1633260,3.50
1164,1.1643225,1.1643260,3.50
1165,1.1653224,1.1653258,3.40
1166,1.1663223,1.1663258,3.50
1167,1.1673223,1.1673257,3.40
1168,1.1683222,1.1683257,3.50
1169,1.1693221,1.1693256,3.50
1170,1.1703221,1.1703256,3.50
1171,1.1713220,1.1713255,3.50
1172,1.1723219,1.1723254,3.50
1173,1.1733219,1.1733254,3.50
1174,1.1743218,1.1743253,3.50
1175,1.1753218,1.1753253,3.50
1176,1.1763217,1.1763252,3.50
1177,1.1773216,1.1773251,3.50
1178,1.1783216,1.1783251,3.50
1179,1.1793215,1.1793250,3.50
1180,1.1803214,1.1803249,3.50
1181,1.1813214,1.1813249,3.50
1182,1.1823213,1.1823248,3.50
1183,1.1833212,1.1833247,3.50
1184,1.1843212,1.1843247,3.50
1185,1.1853211,1.1853246,3.50
1186,1.1863211,1.1863245,3.40
1187,1.1873210,1.1873245,3.50
1188,1.1883209,1.1883244,3.50
1189,1.1893209,1.1893244,3.50
1190,1.1903208,1.1903243,3.50
1191,1.1913207,1.1913242,3.50
1192,1.1923207,1.1923242,3.50
1193,1.1933206,1.1933241,3.50
1194,1.1943206,1.1943240,3.40
1195,1.1953205,1.1953240,3.50
1196,1.1963204,1.1963239,3.50
1197,1.1973204,1.1973238,3.40
1198,1.1983203,1.1983238,3.50
1199,1.1993202,1.1993238,3.60
1200,1.2003202,1.2003237,3.50
1201,1.2013201,1.2013236,3.50
1202,1.2023200,1.2023235,3.50
1203,1.2033200,1.2033235,3.50
1204,1.2043199,1.2043235,3.60
1205,1.2053199,1.2053234,3.50
1206,1.2063198,1.2063233,3.50
1207,1.2073197,1.2073232,3.50
1208,1.2083197,1.2083231,3.40
1209,1.2093196,1.2093231,3.50
1210,1.2103195,1.2103230,3.50
1211,1.2113195,1.2113230,3.50
1212,1.2123194,1.2123230,3.60
1213,1.2133194,1.2133228,3.40
1214,1.2143193,1.2143228,3.50
1215,1.2153192,1.2153227,3.50
1216,1.2163192,1.2163226,3.40
1217,1.2173191,1.2173226,3.50
1218,1.2183190,1.2183226,3.60
1219,1.2193190,1.2193224,3.40
1220,1.2203189,1.2203224,3.50
1221,1.2213188,1.2213223,3.50
1222,1.2223188,1.2223223,3.50
1223,1.2233187,1.2233222,3.50
1224,1.2243187,1.2243221,3.40
1225,1.2253186,1.2253221,3.50
1226,1.2263185,1.2263220,3.50
1227,1.2273185,1.2273220,3.50
1228,1.2283184,1.2283219,3.50
1229,1.2293183,1.2293218,3.50
1230,1.2303183,1.2303217,3.40
1231,1.2313182,1.2313217,3.50
1232,1.2323182,1.2323216,3.40
1233,1.2333181,1.2333216,3.50
1234,1.2343180,1.2343215,3.50
1235,1.2353180,1.2353214,3.40
1236,1.2363179,1.2363214,3.50
1237,1.2373178,1.2373213,3.50
1238,1.2383178,1.2383213,3.50
1239,1.2393177,1.2393212,3.50
1240,1.2403176,1.2403212,3.60
1241,1.2413176,1.2413210,3.40
1242,1.2423175,1.2423210,3.50
1243,1.2433175,1.2433209,3.40
1244,1.2443174,1.2443209,3.50
1245,1.2453173,1.2453208,3.50
1246,1.2463173,1.2463207,3.40
1247,1.2473172,1.2473207,3.50
1248,1.2483171,1.2483207,3.60
1249,1.2493171,1.2493206,3.50
1250,1.2503170,1.2503206,3.60
1251,1.2513169,1.2513204,3.50
1252,1.2523169,1.2523204,3.50
1253,1.2533168,1.2533204,3.60
1254,1.2543168,1.2543203,3.50
1255,1.2553167,1.2553202,3.50
1256,1.2563166,1.2563201,3.50
1257,1.2573166,1.2573201,3.50
1258,1.2583165,1.2583200,3.50
1259,1.2593164,1.2593200,3.60
1260,1.2603164,1.2603199,3.50
1261,1.2613163,1.2613198,3.50
1262,1.2623163,1.2623197,3.40
1263,1.2633162,1.2633197,3.50
1264,1.2643161,1.2643196,3.50
1265,1.2653161,1.2653195,3.40
1266,1.2663160,1.2663195,3.50
1267,1.2673159,1.2673194,3.50
1268,1.2683159,1.2683194,3.50
1269,1.2693158,1.2693193,3.50
1270,1.2703158,1.2703192,3.40
1271,1.2713157,1.2713192,3.50
1272,1.2723156,1.2723191,3.50
1273,1.2733156,1.2733191,3.50
1274,1.2743155,1.2743190,3.50
1275,1.2753154,1.2753189,3.50
1276,1.2763154,1.2763189,3.50
1277,1.2773153,1.2773188,3.50
1278,1.2783152,1.2783187,3.50
1279,1.2793152,1.2793187,3.50
1280,1.2803151,1.2803186,3.50
1281,1.2813151,1.2813186,3.50
1282,1.2823150,1.2823185,3.50
1283,1.2833149,1.2833184,3.50
1284,1.2843149,1.2843184,3.50
1285,1.2853148,1.2853183,3.50
1286,1.2863147,1.2863182,3.50
1287,1.2873147,1.2873182,3.50
1288,1.2883146,1.2883181,3.50
1289,1.2893145,1.2893180,3.50
1290,1.2903145,1.2903180,3.50
1291,1.2913144,1.2913179,3.50
1292,1.2923144,1.2923178,3.40
1293,1.2933143,1.2933178,3.50
1294,1.2943142,1.2943177,3.50
1295,1.2953142,1.2953177,3.50
1296,1.2963141,1.2963176,3.50
1297,1.2973140,1.2973175,3.50
1298,1.2983140,1.2983175,3.50
1299,1.2993139,1.2993174,3.50
1300,1.3003139,1.3003173,3.40
1301,1.3013138,1.3013173,3.50
1302,1.3023137,1.3023172,3.50
1303,1.3033137,1.3033171,3.40
1304,1.3043136,1.3043171,3.50
1305,1.3053135,1.3053170,3.50
1306,1.3063135,1.3063170,3.50
1307,1.3073134,1.3073169,3.50
1308,1.3083134,1.3083169,3.50
1309,1.3093133,1.3093168,3.50
1310,1.3103132,1.3103167,3.50
1311,1.3113132,1.3113166,3.40
1312,1.3123131,1.3123166,3.50
1313,1.3133130,1.3133165,3.50
1314,1.3143130,1.3143165,3.50
1315,1.3153129,1.3153164,3.50
1316,1.3163128,1.3163163,3.50
1317,1.3173128,1.3173163,3.50
1318,1.3183127,1.3183162,3.50
1319,1.3193127,1.3193161,3.40
1320,1.3203126,1.3203161,3.50
1321,1.3213125,1.3213160,3.50
1322,1.3223125,1.3223159,3.40
1323,1.3233124,1.3233159,3.50
1324,1.3243123,1.3243158,3.50
1325,1.3253123,1.3253158,3.50
1326,1.3263122,1.3263157,3.50
1327,1.3273121,1.3273157,3.60
1328,1.3283121,1.3283155,3.40
1329,1.3293120,1.3293155,3.50
1330,1.3303120,1.3303154,3.40
1331,1.3313119,1.3313154,3.50
1332,1.3323118,1.3323153,3.50
1333,1.3333118,1.3333152,3.40
1334,1.3343117,1.3343152,3.50
1335,1.3353116,1.3353152,3.60
1336,1.3363116,1.3363151,3.50
1337,1.3373115,1.3373150,3.50
1338,1.3383115,1.3383149,3.40
1339,1.3393114,1.3393149,3.50
1340,1.3403113,1.3403148,3.50
1341,1.3413113,1.3413147,3.40
1342,1.3423112,1.3423147,3.50
1343,1.3433111,1.3433146,3.50
1344,1.3443111,1.3443145,3.40
1345,1.3453110,1.3453145,3.50
1346,1.3463110,1.3463196,8.60
1347,1.3473109,1.3473144,3.50
1348,1.3483108,1.3483195,8.70
1349,1.3493108,1.3493142,3.40
1350,1.3503107,1.3503194,8.70
1351,1.3513106,1.3513141,3.50
1352,1.3523106,1.3523192,8.60
1353,1.3533105,1.3533140,3.50
1354,1.3543104,1.3543191,8.70
1355,1.3553104,1.3553138,3.40
1356,1.3563103,1.3563190,8.70
1357,1.3573103,1.3573137,3.40
1358,1.3583102,1.3583188,8.60
1359,1.3593101,1.3593136,3.50
1360,1.3603101,1.3603135,3.40
1361,1.3613100,1.3613135,3.50
1362,1.3623099,1.3623134,3.50
1363,1.3633099,1.3633133,3.40
1364,1.3643098,1.3643133,3.50
1365,1.3653097,1.3653133,3.60
1366,1.3663097,1.3663132,3.50
1367,1.3673096,1.3673131,3.50
1368,1.3683096,1.3683130,3.40
1369,1.3693095,1.3693130,3.50
1370,1.3703094,1.3703129,3.50
1371,1.3713094,1.3713129,3.50
1372,1.3723093,1.3723128,3.50
1373,1.3733092,1.3733127,3.50
1374,1.3743092,1.3743126,3.40
1375,1.3753091,1.3753126,3.50
1376,1.3763091,1.3763125,3.40
1377,1.3773090,1.3773125,3.50
1378,1.3783089,1.3783124,3.50
1379,1.3793089,1.3793123,3.40
1380,1.3803088,1.3803123,3.50
1381,1.3813087,1.3813122,3.50
1382,1.3823087,1.3823122,3.50
1383,1.3833086,1.3833121,3.50
1384,1.3843086,1.3843120,3.40
1385,1.3853085,1.3853120,3.50
1386,1.3863084,1.3863119,3.50
1387,1.3873084,1.3873118,3.40
1388,1.3883083,1.3883118,3.50
1389,1.3893082,1.3893117,3.50
1390,1.3903082,1.3903117,3.50
1391,1.3913081,1.3913116,3.50
1392,1.3923080,1.3923115,3.50
1393,1.3933080,1.3933115,3.50
1394,1.3943079,1.3943114,3.50
1395,1.3953079,1.3953113,3.40
1396,1.3963078,1.3963114,3.60
1397,1.3973077,1.3973112,3.50
1398,1.3983077,1.3983112,3.50
1399,1.3993076,1.3993112,3.60
1400,1.4003075,1.4003110,3.50
1401,1.4013075,1.4013110,3.50
1402,1.4023074,1.4023109,3.50
1403,1.4033073,1.4033109,3.60
1404,1.4043073,1.4043108,3.50
1405,1.4053072,1.4053107,3.50
1406,1.4063072,1.4063106,3.40
1407,1.4073071,1.4073106,3.50
1408,1.4083070,1.4083105,3.50
1409,1.4093070,1.4093105,3.50
1410,1.4103069,1.4103104,3.50
1411,1.4113068,1.4113103,3.50
1412,1.4123068,1.4123103,3.50
1413,1.4133067,1.4133102,3.50
1414,1.4143067,1.4143101,3.40
1415,1.4153066,1.4153101,3.50
1416,1.4163065,1.4163100,3.50
1417,1.4173065,1.4173099,3.40
1418,1.4183064,1.4183099,3.50
1419,1.4193063,1.4193098,3.50
1420,1.4203063,1.4203098,3.50
1421,1.4213062,1.4213097,3.50
1422,1.4223061,1.4223096,3.50
1423,1.4233061,1.4233096,3.50
1424,1.4243060,1.4243095,3.50
1425,1.4253060,1.4253095,3.50
1426,1.4263059,1.4263094,3.50
1427,1.4273058,1.4273093,3.50
1428,1.4283058,1.4283093,3.50
1429,1.4293057,1.4293092,3.50
1430,1.4303056,1.4303091,3.50
1431,1.4313056,1.4313090,3.40
1432,1.4323055,1.4323090,3.50
1433,1.4333054,1.4333089,3.50
1434,1.4343054,1.4343089,3.50
1435,1.4353053,1.4353088,3.50
1436,1.4363053,1.4363088,3.50
1437,1.4373052,1.4373087,3.50
1438,1.4383051,1.4383086,3.50
1439,1.4393051,1.4393085,3.40
1440,1.4403050,1.4403085,3.50
1441,1.4413049,1.4413084,3.50
1442,1.4423049,1.4423084,3.50
1443,1.4433048,1.4433083,3.50
1444,1.4443048,1.4443082,3.40
1445,1.4453047,1.4453082,3.50
1446,1.4463046,1.4463081,3.50
1447,1.4473046,1.4473080,3.40
1448,1.4483045,1.4483080,3.50
1449,1.4493044,1.4493079,3.50
1450,1.4503044,1.4503078,3.40
1451,1.4513043,1.4513078,3.50
1452,1.4523043,1.4523077,3.40
1453,1.4533042,1.4533077,3.50
1454,1.4543041,1.4543076,3.50
1455,1.4553041,1.4553075,3.40
1456,1.4563040,1.4563075,3.50
1457,1.4573039,1.4573074,3.50
1458,1.4583039,1.4583073,3.40
1459,1.4593038,1.4593073,3.50
1460,1.4603037,1.4603073,3.60
1461,1.4613037,1.4613071,3.40
1462,1.4623036,1.4623071,3.50
1463,1.4633036,1.4633070,3.40
1464,1.4643035,1.4643070,3.50
1465,1.4653034,1.4653069,3.50
1466,1.4663034,1.4663068,3.40
1467,1.4673033,1.4673068,3.50
1468,1.4683032,1.4683067,3.50
1469,1.4693032,1.4693067,3.50
1470,1.4703031,1.4703066,3.50
1471,1.4713030,1.4713065,3.50
1472,1.4723030,1.4723065,3.50
1473,1.4733029,1.4733064,3.50
1474,1.4743029,1.4743064,3.50
1475,1.4753028,1.4753063,3.50
1476,1.4763027,1.4763063,3.60
1477,1.4773027,1.4773062,3.50
1478,1.4783026,1.4783061,3.50
1479,1.4793025,1.4793060,3.50
1480,1.4803025,1.4803128,10.30
1481,1.4813024,1.4813059,3.50
1482,1.4823024,1.4823110,8.60
1483,1.4833023,1.4833058,3.50
1484,1.4843022,1.4843058,3.60
1485,1.4853022,1.4853056,3.40
